0.3172817 9.608125
0.4831364 3.506879
0.4904495 1.789807
0.640753 0.7236196
0.7259967 0.8260653
0.7588829 1.19888
0.6362668 1.302743
0.6718799 1.314864
0.7843607 1.153777
0.5591259 0.9746889
0.7753185 2.800578
0.7612432 1.721313
0.5147505 1.343485
0.8099696 1.130482
0.633037 2.672972
0.6762629 1.531266
0.8242824 1.501088
0.7478892 0.7973583
0.7072882 1.025554
0.7686214 1.220049
0.8560018 1.083524
0.9253637 0.7904866
0.7446471 1.035572
0.7104311 1.459393
0.6572335 0.8362686
0.7309002 1.226003
0.7863155 1.376383
0.7691362 0.7523492
0.7255705 0.7540567
0.7096652 0.9179905
0.6644143 1.266337
0.7832609 0.8546871
0.6274528 1.586873
0.8501023 1.25688
0.6204732 1.729325
0.581706 2.17607
0.7640897 1.305626
0.6403973 1.794212
0.7560564 2.791703
0.8637539 2.168541
0.8138491 1.668318
0.835036 1.033787
0.7371404 1.171384
0.5089547 2.423223
0.8000997 1.165712
0.7334858 1.012296
0.8887728 1.406886
0.5713063 2.183648
0.7131907 1.716971
0.7240844 1.299267
0.8505219 1.807926
0.7245569 1.000876
0.8210736 0.6894336
0.7858127 1.165137
0.7492397 1.674983
0.6499179 2.760427
0.6616693 1.095818
0.6202178 1.153431
0.6285513 1.223719
0.7137762 1.096355
0.7291809 1.874385
0.6742073 1.605416
0.8124229 2.074269
0.7502083 1.416599
0.7871185 1.127259
0.677054 0.9679034
0.8500348 1.095076
0.6517955 0.9064413
0.6039968 1.215663
0.8496716 1.158099
0.7457501 1.714959
0.8040189 0.9574219
0.7423082 1.585879
0.842455 1.424945
0.9013053 2.027089
0.7034189 1.008679
0.8015925 2.044198
0.5928009 0.8573406
0.7793105 0.6736976
0.5236546 0.873169
0.8603517 0.7480669
0.6661723 2.14974
0.8224589 0.9781251
0.7200958 0.6610377
0.6496402 1.186607
0.718458 1.509719
0.4241232 1.269792
0.8456367 1.836085
0.7001102 0.8863482
0.5889643 1.299633
0.7393456 1.362099
0.7559431 1.410816
0.6764229 1.377677
0.694059 1.428075
0.7221862 1.603398
0.820402 1.649927
0.6655771 1.736123
0.5568958 2.015977
0.814556 2.707743
0.7006238 1.016464
0.61016 0.8584454
0.6937428 1.047814
0.6937243 0.8224666
0.5703473 1.975806
0.5526266 2.451654
0.7005049 1.310958
0.5660482 0.9142652
0.6559672 1.017424
0.783898 1.241956
0.6154588 1.848082
0.789184 2.830613
0.8074575 1.927713
0.6109252 3.455439
0.6337412 3.190016
0.7089054 1.43433
0.7946543 1.057878
0.6379086 2.688023
0.8465645 0.6893348
0.7759421 1.695407
0.823929 0.6708081
0.7728739 1.676047
0.7318453 2.361274
0.847742 1.047805
0.69673 0.919472
0.8939664 1.252326
0.8555365 1.816292
0.6271463 1.128522
0.6748159 1.929551
0.7160272 1.836904
0.7773086 1.207814
0.6443472 0.9818773
0.7793901 1.257199
0.7774493 1.236744
0.8876549 1.37291
0.8159248 1.23696
0.6783421 0.6636426
0.8230928 1.221165
0.6530983 1.743101
0.825253 1.628962
0.8759602 1.247088
0.7905095 2.349792
0.6406031 0.8988028
0.6460448 1.437381
0.8102842 1.113667
0.7417814 1.182487
0.7306731 1.392384
0.673552 1.011496
0.7241767 1.44068
0.7104894 1.024361
0.6756008 1.088731
0.794044 1.441266
0.7803133 3.348833
0.8170405 2.539198
0.7494774 1.250435
0.7253828 1.293787
0.7318937 2.583019
0.7595295 1.409824
0.8437966 1.367146
0.7253184 1.218291
0.6386822 1.147317
0.6139999 1.543996
0.6390304 1.306536
0.7852235 1.009517
0.8454872 1.207609
0.8974031 1.824914
0.7466871 1.147987
0.7897949 1.481997
0.744554 1.001746
0.7146977 0.8796082
0.8407715 1.200309
0.7866554 1.719501
0.717455 2.421782
0.8137145 1.36776
0.7188553 0.725678
0.6378002 2.179934
0.7909812 2.76099
0.6692043 1.673076
0.6154604 1.701875
0.6120232 1.61078
0.7907774 1.250545
0.8183539 1.401756
0.7060009 0.9486306
0.7861176 1.586999
0.752234 1.385405
0.7674124 0.8386731
0.7299231 0.878266
0.8516182 0.8213369
0.7040106 1.51071
0.760514 1.123839
0.5942401 1.450996
0.777173 1.1595
0.7046838 1.038973
0.6854592 0.9483159
0.8853999 0.4567057
0.7142908 1.507892
0.6285286 1.697342
0.7928989 1.593828
0.6483135 1.355058
0.7583259 1.387263
0.6696262 1.77009
0.6435595 1.096533
0.7040155 1.892843
